image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61-vF03k-EL.jpg,810266,height,9.0 centimetre
https://m.media-amazon.com/images/I/610OSOwPArL.jpg,249345,height,1.96 inch
https://m.media-amazon.com/images/I/51BAGTQssQL.jpg,470067,height,175.0 millimetre
https://m.media-amazon.com/images/I/51X+UJmPjxL.jpg,237000,height,80.0 centimetre
https://m.media-amazon.com/images/I/612G7bG3krL.jpg,918474,height,42.5 inch
https://m.media-amazon.com/images/I/51s8cRBZhSL.jpg,801829,height,104.0 centimetre
https://m.media-amazon.com/images/I/61CSZwr0fAL.jpg,295706,height,14.0 millimetre
https://m.media-amazon.com/images/I/51KG8GhYoiL.jpg,966823,height,3.7 inch
https://m.media-amazon.com/images/I/61EQ+RX5yYL.jpg,876642,height,40.0 centimetre
https://m.media-amazon.com/images/I/51Ip-TI2WqL.jpg,801829,height,100.0 centimetre
https://m.media-amazon.com/images/I/41nnxdoZUeL.jpg,866516,height,27.0 inch
https://m.media-amazon.com/images/I/612muSlpsUL.jpg,550595,height,43.0 millimetre
https://m.media-amazon.com/images/I/614yXZiRlgL.jpg,192915,height,90.0 millimetre
https://m.media-amazon.com/images/I/51EFdnBfEVL.jpg,609588,height,44.0 inch
https://m.media-amazon.com/images/I/310SKkWXvcL.jpg,681445,height,12.0 centimetre
https://m.media-amazon.com/images/I/41YM6WNM9sL.jpg,452717,height,9.0 centimetre
https://m.media-amazon.com/images/I/61EDqy4uIYL.jpg,142748,height,56.0 centimetre
https://m.media-amazon.com/images/I/51s6Mi2F9dL.jpg,263982,height,90.0 millimetre
https://m.media-amazon.com/images/I/6129zEtKrcL.jpg,297246,height,0.7 centimetre
https://m.media-amazon.com/images/I/51cET2OwFGL.jpg,933453,height,76.0 centimetre
https://m.media-amazon.com/images/I/31zw6pN-HEL.jpg,351134,height,2.19 inch
https://m.media-amazon.com/images/I/614hPPqNUbL.jpg,594224,height,30.0 centimetre
https://m.media-amazon.com/images/I/61Eh1at2Y3L.jpg,752266,height,8.66 inch
https://m.media-amazon.com/images/I/5183E-85DrL.jpg,982714,height,10.0 centimetre
https://m.media-amazon.com/images/I/610uJeCAJRL.jpg,752266,height,3.3 foot
https://m.media-amazon.com/images/I/61FEQAQh6hL.jpg,178958,height,100.0 centimetre
https://m.media-amazon.com/images/I/61A3OLgyN2L.jpg,337839,height,1.0 metre
https://m.media-amazon.com/images/I/51gqKaHAN2L.jpg,276611,height,187.0 centimetre
https://m.media-amazon.com/images/I/41bAj73H8eL.jpg,916768,height,8.0 centimetre
https://m.media-amazon.com/images/I/51d-LLHhfbL.jpg,120219,height,8.0 inch
https://m.media-amazon.com/images/I/51nQnQSw2tL.jpg,478357,height,15.0 inch
https://m.media-amazon.com/images/I/51WkyLdD3rL.jpg,497735,height,30.0 centimetre
https://m.media-amazon.com/images/I/6174DjBFcuL.jpg,913156,height,12.0 inch
https://m.media-amazon.com/images/I/61+p20x-VoL.jpg,174276,height,3.3 centimetre
https://m.media-amazon.com/images/I/6158ayOxz1L.jpg,178778,height,4.7 inch
https://m.media-amazon.com/images/I/6190K5Q4FML.jpg,141308,height,150.0 millimetre
https://m.media-amazon.com/images/I/510b-nIw+9L.jpg,113134,height,8.0 centimetre
https://m.media-amazon.com/images/I/51Y5ZxSDEhL.jpg,278850,height,70.0 millimetre
https://m.media-amazon.com/images/I/51MdB8sUTAL.jpg,488883,height,48.0 centimetre
https://m.media-amazon.com/images/I/61FV9ahRY5L.jpg,347404,height,15.0 centimetre
https://m.media-amazon.com/images/I/51cgD0mquHL.jpg,966823,height,3.9 inch
https://m.media-amazon.com/images/I/612JSfBaLSL.jpg,810266,height,7.22 inch
https://m.media-amazon.com/images/I/51MsAjNf4TL.jpg,204245,height,305.0 centimetre
https://m.media-amazon.com/images/I/51fHn7b-3wL.jpg,113134,height,13.5 centimetre
https://m.media-amazon.com/images/I/51cCmJvP79L.jpg,178778,height,7.86 inch
https://m.media-amazon.com/images/I/41HqGbmWZnL.jpg,178778,height,3.8 inch
https://m.media-amazon.com/images/I/616G2JoC5OL.jpg,416664,height,15.0 inch
https://m.media-amazon.com/images/I/51MXgxAz52L.jpg,416664,height,33.0 centimetre
https://m.media-amazon.com/images/I/615nbn4SMqL.jpg,416664,height,13.0 inch
https://m.media-amazon.com/images/I/618QZk5AGKL.jpg,918186,height,32.0 centimetre
https://m.media-amazon.com/images/I/613ouxdTCJL.jpg,550595,height,1.6 inch
https://m.media-amazon.com/images/I/611k3IifLML.jpg,470067,height,15.8 inch
https://m.media-amazon.com/images/I/615st+e88pL.jpg,347404,height,2.0 inch
https://m.media-amazon.com/images/I/6168lXpFByL.jpg,425150,height,95.0 centimetre
https://m.media-amazon.com/images/I/61-UwlMoYnL.jpg,681445,height,23.0 centimetre
https://m.media-amazon.com/images/I/51n-Z44Qp8L.jpg,161371,height,3.0 inch
https://m.media-amazon.com/images/I/51jXCME5mNL.jpg,226504,height,250.0 millimetre
