image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/616V0t69W5L.jpg,401212,width,45.0 centimetre
https://m.media-amazon.com/images/I/51WioSJkY7L.jpg,625310,width,2.0 inch
https://m.media-amazon.com/images/I/61CiesQ4XpL.jpg,599772,width,290.0 millimetre
https://m.media-amazon.com/images/I/610CjOHw07L.jpg,594224,width,4.7 inch
https://m.media-amazon.com/images/I/51X1HP9RkHL.jpg,991868,width,70.0 centimetre
https://m.media-amazon.com/images/I/510dRyobMdL.jpg,478357,width,22.0 inch
https://m.media-amazon.com/images/I/51i3LANKw8L.jpg,142748,width,37.79 inch
https://m.media-amazon.com/images/I/61F0VpxW3JL.jpg,365756,width,7.0 centimetre
https://m.media-amazon.com/images/I/61F0VpxW3JL.jpg,365756,height,5.11 inch
https://m.media-amazon.com/images/I/61BysmB2m2L.jpg,434825,width,197.0 millimetre
https://m.media-amazon.com/images/I/6147+yF8KdL.jpg,208023,width,11.0 centimetre
https://m.media-amazon.com/images/I/61C61n-fxHS.jpg,462661,width,25.0 inch
https://m.media-amazon.com/images/I/41XmsIiSpBL.jpg,524117,width,5.5 inch
https://m.media-amazon.com/images/I/51wnGVHx2EL.jpg,510899,width,40.0 centimetre
https://m.media-amazon.com/images/I/51qJVMDizlL.jpg,881883,width,84.0 inch
https://m.media-amazon.com/images/I/611FIKQaMxL.jpg,416664,width,5.0 inch
https://m.media-amazon.com/images/I/61B1bTmaHGL.jpg,311997,width,40.0 centimetre
https://m.media-amazon.com/images/I/51dbroTiFAL.jpg,963595,width,66.0 millimetre
https://m.media-amazon.com/images/I/51dbroTiFAL.jpg,963595,height,28.0 millimetre
https://m.media-amazon.com/images/I/51JBXIpkS5L.jpg,237000,width,16.0 inch
https://m.media-amazon.com/images/I/51aZ--xJIZL.jpg,722930,width,2.1 centimetre
https://m.media-amazon.com/images/I/618UqLMZIwL.jpg,468949,width,2.0 metre
https://m.media-amazon.com/images/I/51yPr8jlk4S.jpg,276611,width,17.7 inch
https://m.media-amazon.com/images/I/51FZvTscUDS.jpg,675317,width,1.25 inch
https://m.media-amazon.com/images/I/51FZvTscUDS.jpg,675317,depth,192.0 millimetre
https://m.media-amazon.com/images/I/519KsFU8YPL.jpg,728511,width,86.0 millimetre
https://m.media-amazon.com/images/I/61AmgLn4YTL.jpg,661582,width,4.5 inch
https://m.media-amazon.com/images/I/51uvjiRkMXL.jpg,245652,width,10.0 centimetre
https://m.media-amazon.com/images/I/61704ND3IuL.jpg,931247,width,140.0 centimetre
https://m.media-amazon.com/images/I/61704ND3IuL.jpg,931247,depth,220.0 centimetre
https://m.media-amazon.com/images/I/51YRTSJdOuL.jpg,589105,width,76.0 centimetre
https://m.media-amazon.com/images/I/51xWzbHuUIL.jpg,220662,width,31.8 millimetre
https://m.media-amazon.com/images/I/51VC9-P40JL.jpg,640408,width,4.5 centimetre
https://m.media-amazon.com/images/I/51Fxj+dDI3L.jpg,916768,width,11.0 centimetre
https://m.media-amazon.com/images/I/51QRDtAFr1L.jpg,801829,width,18.9 inch
https://m.media-amazon.com/images/I/5179Fwgd5vL.jpg,166383,width,3.0 inch
https://m.media-amazon.com/images/I/51uMI0Q5tkL.jpg,130202,width,5.0 centimetre
https://m.media-amazon.com/images/I/51dMhWQeEoL.jpg,342931,width,5.0 centimetre
https://m.media-amazon.com/images/I/51dMhWQeEoL.jpg,342931,depth,13.5 centimetre
https://m.media-amazon.com/images/I/61D0R414xDL.jpg,550595,width,8.3 centimetre
https://m.media-amazon.com/images/I/41JwwB2pWwL.jpg,142748,width,88.0 centimetre
https://m.media-amazon.com/images/I/61E1JEb74bL.jpg,683885,width,1.0 centimetre
https://m.media-amazon.com/images/I/615sa1lYajL.jpg,208023,width,50.0 centimetre
https://m.media-amazon.com/images/I/515IB+opn6L.jpg,932289,width,270.0 centimetre
https://m.media-amazon.com/images/I/61FmHMzxm8L.jpg,653767,width,30.0 centimetre
https://m.media-amazon.com/images/I/41-KTinMlBL.jpg,648011,width,50.0 millimetre
https://m.media-amazon.com/images/I/41+oSJkGDIL.jpg,156839,width,6.22 centimetre
https://m.media-amazon.com/images/I/51O8Gf9T+tL.jpg,278850,width,1.0 centimetre
https://m.media-amazon.com/images/I/51Wox-GA9xS.jpg,833988,width,8.0 foot
https://m.media-amazon.com/images/I/5126cpgyzFL.jpg,192915,width,8.58 inch
https://m.media-amazon.com/images/I/41g14Z+ihNL.jpg,784538,width,20.0 inch
https://m.media-amazon.com/images/I/61AERlXYH9L.jpg,801829,width,17.5 inch
https://m.media-amazon.com/images/I/51w8+EdfefL.jpg,627989,width,30.6 centimetre
https://m.media-amazon.com/images/I/61DmsL-nO4L.jpg,470067,width,8.0 inch
https://m.media-amazon.com/images/I/519o5xCR55L.jpg,494658,width,21.0 inch
https://m.media-amazon.com/images/I/519o5xCR55L.jpg,494658,depth,22.0 inch
https://m.media-amazon.com/images/I/619jgoFzAIL.jpg,653767,width,18.0 inch
https://m.media-amazon.com/images/I/51g3We612wL.jpg,647208,width,2.1 inch
https://m.media-amazon.com/images/I/51sKdXGJhEL.jpg,640408,width,2.5 inch
https://m.media-amazon.com/images/I/51vicr3eBOL.jpg,208023,width,18.0 centimetre
https://m.media-amazon.com/images/I/514Er5X+3AL.jpg,640408,width,97.0 millimetre
https://m.media-amazon.com/images/I/51yDKoKsNrL.jpg,478357,width,18.0 inch
https://m.media-amazon.com/images/I/51SVfwxdbYL.jpg,362818,width,11.5 centimetre
https://m.media-amazon.com/images/I/51Tp1V7NjoS.jpg,460806,width,112.0 millimetre
https://m.media-amazon.com/images/I/51Tp1V7NjoS.jpg,460806,depth,112.0 millimetre
https://m.media-amazon.com/images/I/51cnXm9XptL.jpg,358831,width,1.5 centimetre
https://m.media-amazon.com/images/I/51E7XRtL9ZL.jpg,801829,width,48.0 centimetre
https://m.media-amazon.com/images/I/619mvr6ncvL.jpg,681445,width,26.0 centimetre
https://m.media-amazon.com/images/I/51mOUvvORzL.jpg,104874,width,40.0 centimetre
https://m.media-amazon.com/images/I/51-pMduoCgL.jpg,916768,width,10.2 inch
https://m.media-amazon.com/images/I/41MTp+3u4BL.jpg,594224,width,20.0 centimetre
https://m.media-amazon.com/images/I/41SlRdi9t1L.jpg,524117,width,3.4 centimetre
https://m.media-amazon.com/images/I/41SlRdi9t1L.jpg,524117,depth,9.6 centimetre
https://m.media-amazon.com/images/I/6195axD-lfL.jpg,113134,width,64.0 millimetre
https://m.media-amazon.com/images/I/61-FVaYBjpL.jpg,658003,width,12.0 inch
https://m.media-amazon.com/images/I/512mXL9-ViL.jpg,611510,width,15.7 inch
