image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61+uAKFZqpL.jpg,815440,depth,29.0 centimetre
https://m.media-amazon.com/images/I/51ipzm77K-L.jpg,630869,depth,8.0 inch
https://m.media-amazon.com/images/I/617urk5fsRL.jpg,695925,depth,8.4 inch
https://m.media-amazon.com/images/I/516AivZekgL.jpg,991868,depth,160.0 centimetre
https://m.media-amazon.com/images/I/617OTv8XNkL.jpg,827377,depth,7.2 centimetre
https://m.media-amazon.com/images/I/61DgZ+NJnbL.jpg,488964,depth,50.0 centimetre
https://m.media-amazon.com/images/I/610+m-DG1qL.jpg,448040,depth,40.0 centimetre
https://m.media-amazon.com/images/I/51mhqNORQRS.jpg,675317,depth,70.0 millimetre
https://m.media-amazon.com/images/I/613ydD-yKrL.jpg,943839,depth,36.0 millimetre
https://m.media-amazon.com/images/I/51nNgRdRIjL.jpg,150535,depth,25.1 centimetre
https://m.media-amazon.com/images/I/51zqcNjEieL.jpg,460806,depth,37.0 millimetre
https://m.media-amazon.com/images/I/614M5QwQvjL.jpg,695925,depth,3.9 centimetre
https://m.media-amazon.com/images/I/611FBrlKY2L.jpg,494658,depth,26.0 inch
https://m.media-amazon.com/images/I/613Jcj82lBL.jpg,254046,depth,13.5 centimetre
https://m.media-amazon.com/images/I/611Yau70VtL.jpg,178778,depth,25.0 centimetre
https://m.media-amazon.com/images/I/51keCIhGjBL.jpg,931247,depth,274.0 centimetre
https://m.media-amazon.com/images/I/61-hXQbzh0L.jpg,991868,depth,21.0 centimetre
https://m.media-amazon.com/images/I/61-on1mw71L.jpg,995842,depth,5.9 centimetre
https://m.media-amazon.com/images/I/51n2iTZs3oS.jpg,943839,depth,10.0 inch
https://m.media-amazon.com/images/I/519tdmsubGL.jpg,521194,depth,29.7 centimetre
https://m.media-amazon.com/images/I/611eXxnJ2IL.jpg,483370,depth,28.0 centimetre
https://m.media-amazon.com/images/I/61E2XMAAL3L.jpg,178778,depth,15.5 centimetre
