image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61EH1vFQw6L.jpg,249345,depth,245.0 millimetre
https://m.media-amazon.com/images/I/41WIuWhZCIL.jpg,373107,depth,0.1875 inch
https://m.media-amazon.com/images/I/510SOlcl5BL.jpg,630869,depth,113.0 millimetre
https://m.media-amazon.com/images/I/6137ifQBVYL.jpg,638301,depth,35.0 inch
https://m.media-amazon.com/images/I/6132lJyRQ+L.jpg,132401,depth,16.6 inch
https://m.media-amazon.com/images/I/51CIroFrldL.jpg,764618,depth,11.7 centimetre
https://m.media-amazon.com/images/I/617RPEgZzQL.jpg,784538,depth,12.0 inch
https://m.media-amazon.com/images/I/61AGTLFdPuL.jpg,355915,depth,2.0 inch
https://m.media-amazon.com/images/I/51ki5d-QM9L.jpg,966161,depth,14.6 inch
https://m.media-amazon.com/images/I/51iY7jboGSL.jpg,544448,depth,50.0 centimetre
https://m.media-amazon.com/images/I/611UnzJ4e1L.jpg,208023,depth,8.0 inch
https://m.media-amazon.com/images/I/51Tr1+W8YsL.jpg,745326,depth,9.04 inch
https://m.media-amazon.com/images/I/415QVwtQaCL.jpg,668667,depth,200.0 centimetre
https://m.media-amazon.com/images/I/510WWlBF48L.jpg,675317,depth,3.0 millimetre
https://m.media-amazon.com/images/I/51iYkafI9SS.jpg,516127,depth,16.5 centimetre
https://m.media-amazon.com/images/I/31mA4qD3JhL.jpg,524117,depth,41.9 centimetre
https://m.media-amazon.com/images/I/31mA4qD3JhL.jpg,524117,height,6.8 inch
https://m.media-amazon.com/images/I/51bZttU+DdL.jpg,675317,depth,30.0 millimetre
https://m.media-amazon.com/images/I/511bdd2cVfS.jpg,243137,depth,2.4 metre
https://m.media-amazon.com/images/I/513m0BxzTnL.jpg,752266,depth,21.8 inch
https://m.media-amazon.com/images/I/619Kzd7lI3L.jpg,362818,depth,20.5 centimetre
https://m.media-amazon.com/images/I/61Btfw9lfZL.jpg,530124,depth,9.1 inch
https://m.media-amazon.com/images/I/51id5-nRNEL.jpg,906725,depth,90.0 millimetre
https://m.media-amazon.com/images/I/61ELtBaaXzL.jpg,842895,depth,87.0 millimetre
https://m.media-amazon.com/images/I/51EYO6b--NL.jpg,943839,depth,117.0 millimetre
https://m.media-amazon.com/images/I/61C6h7rWkbL.jpg,826444,depth,4.6 inch
https://m.media-amazon.com/images/I/41iY1odZtAL.jpg,658892,depth,15.5 centimetre
https://m.media-amazon.com/images/I/51HyO6wzqAL.jpg,494658,depth,50.0 centimetre
https://m.media-amazon.com/images/I/51ZVghLYTUL.jpg,695925,depth,31.5 centimetre
https://m.media-amazon.com/images/I/51kZnEgjV+L.jpg,373107,depth,12.0 millimetre
https://m.media-amazon.com/images/I/51Qz1+FScSL.jpg,675317,depth,34.0 millimetre
https://m.media-amazon.com/images/I/51eAgaV+0MS.jpg,487566,depth,50.0 inch
https://m.media-amazon.com/images/I/51a8l20R1lL.jpg,483370,depth,7.0 inch
https://m.media-amazon.com/images/I/51BrpB4lIdL.jpg,407808,depth,7.0 centimetre
https://m.media-amazon.com/images/I/51qBk2Su7lL.jpg,119607,depth,28.0 centimetre
https://m.media-amazon.com/images/I/51dn1yDJHBL.jpg,932289,depth,62.0 inch
https://m.media-amazon.com/images/I/61BhapmNLGL.jpg,362818,depth,4.7 inch
https://m.media-amazon.com/images/I/51lEJVDtccL.jpg,978900,depth,22.5 centimetre
https://m.media-amazon.com/images/I/419lPnEHoqL.jpg,208023,depth,7.0 inch
https://m.media-amazon.com/images/I/61CFFNEA0AL.jpg,784538,depth,35.6 centimetre
https://m.media-amazon.com/images/I/61AwwK-xFFL.jpg,843434,depth,12.5 centimetre
https://m.media-amazon.com/images/I/61AwwK-xFFL.jpg,843434,height,10.0 centimetre
https://m.media-amazon.com/images/I/618DF961goL.jpg,417434,depth,9.64 inch
https://m.media-amazon.com/images/I/617os3Izm4L.jpg,916768,depth,1.8 inch
https://m.media-amazon.com/images/I/41M9ZpzN4eL.jpg,630869,depth,18.0 centimetre
https://m.media-amazon.com/images/I/51lrlPNy5eL.jpg,647208,depth,120.0 millimetre
https://m.media-amazon.com/images/I/6102kn14+HL.jpg,752266,depth,3.0 foot
https://m.media-amazon.com/images/I/51OPO9oQi+L.jpg,130202,depth,10.0 centimetre
https://m.media-amazon.com/images/I/51+Zp2EJ4zL.jpg,656960,depth,5.9 inch
https://m.media-amazon.com/images/I/51Pxii8OAeL.jpg,354796,depth,26.5 centimetre
https://m.media-amazon.com/images/I/615SJXfsKdS.jpg,681445,depth,6.5 centimetre
https://m.media-amazon.com/images/I/51prIvXbrfL.jpg,843434,depth,11.8 inch
https://m.media-amazon.com/images/I/51prIvXbrfL.jpg,843434,height,5.9 inch
https://m.media-amazon.com/images/I/51IohE4lptL.jpg,494658,depth,7.8 inch
https://m.media-amazon.com/images/I/51tpod6B00L.jpg,854006,depth,55.0 millimetre
https://m.media-amazon.com/images/I/51izNct4A5L.jpg,991868,depth,120.0 centimetre
https://m.media-amazon.com/images/I/613DBOWvadL.jpg,333059,depth,300.0 millimetre
https://m.media-amazon.com/images/I/61EWeFSoXKL.jpg,635528,depth,3.3 inch
https://m.media-amazon.com/images/I/51yPlHjJ9DL.jpg,220662,depth,13.0 centimetre
https://m.media-amazon.com/images/I/41XSTsxSRXL.jpg,347320,depth,110.0 millimetre
https://m.media-amazon.com/images/I/51DpewDOGCL.jpg,208023,depth,20.0 inch
https://m.media-amazon.com/images/I/51bkQuIkl8L.jpg,784538,depth,95.0 centimetre
https://m.media-amazon.com/images/I/517OLPAh5HL.jpg,178778,depth,23.0 centimetre
https://m.media-amazon.com/images/I/61AwiQv-JML.jpg,675317,depth,114.0 millimetre
https://m.media-amazon.com/images/I/51cr+t6AutL.jpg,154981,depth,4.0 inch
https://m.media-amazon.com/images/I/51LuHHGa3qL.jpg,675317,depth,14.3 centimetre
https://m.media-amazon.com/images/I/51m0a5ZLytL.jpg,991868,depth,10.0 inch
https://m.media-amazon.com/images/I/51tpsSpHxmL.jpg,966823,depth,40.6 centimetre
https://m.media-amazon.com/images/I/61F3KJAmeRL.jpg,450859,depth,5.0 metre
https://m.media-amazon.com/images/I/51oB78SccjL.jpg,838598,depth,5.78 inch
https://m.media-amazon.com/images/I/51X9resce4L.jpg,978900,depth,95.0 millimetre
https://m.media-amazon.com/images/I/51X9resce4L.jpg,978900,height,20.0 millimetre
https://m.media-amazon.com/images/I/51gAU36v5jL.jpg,752266,depth,40.0 centimetre
https://m.media-amazon.com/images/I/41SzBNhfA9S.jpg,658892,depth,5.82 inch
https://m.media-amazon.com/images/I/51UqEi4rw2L.jpg,991868,depth,24.0 centimetre
https://m.media-amazon.com/images/I/51aomxMaWxL.jpg,347320,depth,20.0 centimetre
https://m.media-amazon.com/images/I/6128YGowWdL.jpg,434825,depth,162.0 millimetre
https://m.media-amazon.com/images/I/61G4zmxuCpL.jpg,764618,depth,15.6 centimetre
https://m.media-amazon.com/images/I/51OBxSL5jyL.jpg,957050,depth,13.5 inch
https://m.media-amazon.com/images/I/615O+HMIUzL.jpg,119607,depth,4.8 inch
https://m.media-amazon.com/images/I/51aqzJ5TozL.jpg,842895,depth,6.0 centimetre
https://m.media-amazon.com/images/I/51mSnw-cwyL.jpg,924759,depth,11.0 inch
https://m.media-amazon.com/images/I/619V2Gs8yRL.jpg,724384,depth,5.0 inch
https://m.media-amazon.com/images/I/617Q5U0DA-L.jpg,750883,depth,80.0 millimetre
https://m.media-amazon.com/images/I/4110FdR2gUS.jpg,681445,depth,1.88 inch
https://m.media-amazon.com/images/I/615gqQbaakL.jpg,816782,depth,59.11 inch
https://m.media-amazon.com/images/I/413D8CmPeWL.jpg,342931,depth,23.5 centimetre
https://m.media-amazon.com/images/I/618Iiw4AdqL.jpg,254590,depth,12.19 metre
https://m.media-amazon.com/images/I/51eIibTVDhL.jpg,113134,depth,19.5 centimetre
https://m.media-amazon.com/images/I/51-SPHgUEHL.jpg,944936,depth,5.3 inch
https://m.media-amazon.com/images/I/51qjVBBxwpL.jpg,470067,depth,135.0 millimetre
https://m.media-amazon.com/images/I/61+LWwJuJbL.jpg,598989,depth,200.0 centimetre
https://m.media-amazon.com/images/I/61+LWwJuJbL.jpg,598989,height,115.0 centimetre
https://m.media-amazon.com/images/I/613-CoWWysL.jpg,396159,depth,72.0 centimetre
https://m.media-amazon.com/images/I/51Ulg5xjwVL.jpg,630869,depth,23.0 centimetre
https://m.media-amazon.com/images/I/41fknFBoh6L.jpg,494658,depth,19.7 inch
https://m.media-amazon.com/images/I/51ec6dX2pzL.jpg,630869,depth,2.5 inch
https://m.media-amazon.com/images/I/614batU1X9L.jpg,982714,depth,20.0 centimetre
https://m.media-amazon.com/images/I/614batU1X9L.jpg,982714,height,20.0 centimetre
https://m.media-amazon.com/images/I/51JljEi-FxL.jpg,376032,depth,4.7 centimetre
https://m.media-amazon.com/images/I/6113wNB3UfL.jpg,407808,depth,45.0 centimetre
https://m.media-amazon.com/images/I/51XplOwCboL.jpg,333059,depth,40.0 centimetre
https://m.media-amazon.com/images/I/51HZ86Jor3L.jpg,916768,depth,116.0 millimetre
https://m.media-amazon.com/images/I/61C+U-QLigL.jpg,107694,depth,180.0 centimetre
https://m.media-amazon.com/images/I/51C8cb-Ef7L.jpg,130202,depth,3.0 inch
https://m.media-amazon.com/images/I/51IBgYB14zL.jpg,843434,depth,4.8 inch
https://m.media-amazon.com/images/I/61-PI9LWCuL.jpg,653767,depth,18.0 inch
https://m.media-amazon.com/images/I/617YVWvy1qL.jpg,975942,depth,5.0 inch
