image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/617N43ETkZL.jpg,931856,width,9.5 centimetre
https://m.media-amazon.com/images/I/51xAkeKXtwL.jpg,522504,width,15.0 foot
https://m.media-amazon.com/images/I/51aQ7J3JpTL.jpg,536583,width,4.4 centimetre
https://m.media-amazon.com/images/I/51aQ7J3JpTL.jpg,536583,height,4.4 centimetre
https://m.media-amazon.com/images/I/6128P4cw5YL.jpg,599772,width,15.83 inch
https://m.media-amazon.com/images/I/51GhIScQmsL.jpg,106003,width,4.3 inch
https://m.media-amazon.com/images/I/41jDtHRxYSL.jpg,675317,width,26.0 millimetre
https://m.media-amazon.com/images/I/41oVmPtfpDL.jpg,783898,width,19.0 centimetre
https://m.media-amazon.com/images/I/41oVmPtfpDL.jpg,783898,depth,19.0 centimetre
https://m.media-amazon.com/images/I/51Nb1utAi+L.jpg,507467,width,15.0 millimetre
https://m.media-amazon.com/images/I/51Et6NBGg6L.jpg,784538,width,30.0 centimetre
https://m.media-amazon.com/images/I/6170JgBPqHL.jpg,460806,width,37.0 millimetre
https://m.media-amazon.com/images/I/616EKK9hk0L.jpg,437623,width,3.0 inch
https://m.media-amazon.com/images/I/61Cp2IVx29L.jpg,347404,width,5.5 inch
https://m.media-amazon.com/images/I/616V6m-bQUL.jpg,849273,width,4.5 centimetre
https://m.media-amazon.com/images/I/617S7RMjUXL.jpg,895485,width,8.1 inch
https://m.media-amazon.com/images/I/51C-dwzbz5L.jpg,783898,width,6.5 centimetre
https://m.media-amazon.com/images/I/6179fROPhLL.jpg,675317,width,12.0 millimetre
https://m.media-amazon.com/images/I/61DDP8s4QHL.jpg,347320,width,6.0 inch
https://m.media-amazon.com/images/I/61ABg45YVrL.jpg,119607,width,30.0 centimetre
https://m.media-amazon.com/images/I/51uB6zV0zHL.jpg,192915,width,9.0 inch
https://m.media-amazon.com/images/I/61BWDem-KmL.jpg,589105,width,26.0 inch
https://m.media-amazon.com/images/I/51Gm2ZjwkNL.jpg,192915,width,3.0 inch
https://m.media-amazon.com/images/I/51Gm2ZjwkNL.jpg,192915,height,6.0 inch
https://m.media-amazon.com/images/I/51ultbsj2UL.jpg,478357,width,24.0 inch
https://m.media-amazon.com/images/I/61-OIxSS0uS.jpg,658003,width,30.0 centimetre
https://m.media-amazon.com/images/I/61Cj0qgnNkL.jpg,751532,width,79.0 inch
https://m.media-amazon.com/images/I/51HwMB5r8xL.jpg,478357,width,48.0 centimetre
https://m.media-amazon.com/images/I/51PyLlzQmWL.jpg,119607,width,39.2 centimetre
https://m.media-amazon.com/images/I/61ENMGKvoeL.jpg,347404,width,12.0 inch
https://m.media-amazon.com/images/I/612zFOX0F4S.jpg,442321,width,39.4 inch
https://m.media-amazon.com/images/I/41RcIH2-FOL.jpg,695925,width,8.0 inch
https://m.media-amazon.com/images/I/61DNi3VEkQL.jpg,478357,width,31.5 inch
https://m.media-amazon.com/images/I/61DNi3VEkQL.jpg,478357,height,29.5 inch
https://m.media-amazon.com/images/I/51-BvAy85KL.jpg,107694,width,48.0 centimetre
https://m.media-amazon.com/images/I/51y+NVS51EL.jpg,132401,width,25.0 centimetre
